,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit
3996,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12260,-896,0,0,0,Core staff,1.0,-26.0,2.0
3997,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11448,-1066,1,1,0,No job,2.0,-27.0,2.0
3998,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18817,-2934,1,0,0,Laborers,2.0,-49.0,2.0
3999,F,N,Y,0,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15161,-7190,0,0,0,Core staff,2.0,-7.0,2.0
4000,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,0,0,Laborers,1.0,-46.0,0.0
4001,F,N,Y,0,337500.0,Working,Higher education,Widow,House / apartment,-22613,-2970,0,1,0,Accountants,1.0,-13.0,2.0
4002,F,Y,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-11828,-165,0,0,0,Accountants,2.0,-18.0,2.0
4003,M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,-10446,-2420,0,0,0,Laborers,2.0,-31.0,2.0
4004,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,0,0,Core staff,1.0,-60.0,2.0
4005,M,Y,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-15369,-5618,0,0,0,No job,2.0,-7.0,2.0
4006,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12873,-197,0,0,0,Sales staff,3.0,-3.0,1.0
4007,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-9409,-1029,0,0,0,Laborers,2.0,-11.0,2.0
4008,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-14098,-2257,0,0,0,Core staff,2.0,-1.0,0.0
4009,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24687,0,0,0,0,No job,1.0,-14.0,1.0
4010,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-17807,-3041,0,0,0,Accountants,2.0,-20.0,2.0
4011,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9957,-1032,0,0,0,Laborers,1.0,-16.0,1.0
4012,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,0,0,0,Core staff,2.0,-49.0,2.0
4013,M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-18993,-1747,0,0,1,Security staff,2.0,-24.0,2.0
4014,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22744,0,0,1,0,No job,2.0,-6.0,2.0
4015,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9332,-1497,0,0,0,Sales staff,1.0,-22.0,0.0
4016,F,Y,N,1,225000.0,Commercial associate,Higher education,Civil marriage,With parents,-9932,-668,0,1,1,Accountants,3.0,-53.0,2.0
4017,F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15560,-3688,0,1,0,Laborers,2.0,-4.0,0.0
4018,F,N,N,0,157500.0,Working,Secondary / secondary special,Widow,House / apartment,-16509,-2013,1,1,0,Sales staff,1.0,-28.0,2.0
4019,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,0,Laborers,2.0,-8.0,2.0
4020,F,N,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18858,-2010,0,1,0,No job,2.0,-47.0,0.0
4021,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16587,-1050,0,1,0,No job,2.0,-32.0,2.0
4022,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,0,0,0,Drivers,2.0,-30.0,2.0
4023,F,Y,Y,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,0,Managers,1.0,-22.0,2.0
4024,M,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-22085,-2785,0,0,0,Security staff,2.0,-53.0,2.0
4025,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16393,-2959,1,1,0,Accountants,2.0,-2.0,1.0
4026,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21677,-5400,0,0,0,Low-skill Laborers,2.0,-24.0,2.0
4027,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488,-1505,0,0,0,High skill tech staff,1.0,-45.0,2.0
4028,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10145,-1126,0,0,0,Laborers,3.0,-45.0,1.0
4029,F,N,N,0,112500.0,Commercial associate,Higher education,Married,With parents,-19721,-1539,0,0,0,Accountants,2.0,-3.0,1.0
4030,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-10323,-2622,1,1,1,Managers,2.0,-3.0,1.0
4031,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,0,0,0,Medicine staff,2.0,-59.0,2.0
4032,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,0,0,1,No job,3.0,-37.0,2.0
4033,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353,-2316,0,0,1,Accountants,2.0,-59.0,1.0
4034,M,Y,Y,1,171000.0,Commercial associate,Higher education,Married,House / apartment,-12477,-2254,0,0,0,Managers,3.0,-25.0,0.0
4035,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,0,Core staff,2.0,-1.0,1.0
4036,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,-12312,-1199,0,0,0,Core staff,4.0,-14.0,0.0
4037,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10653,-3007,0,1,0,Core staff,2.0,-22.0,1.0
4038,F,N,N,4,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13015,-1375,1,1,0,No job,6.0,-41.0,2.0
4039,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19922,-1128,0,0,0,No job,2.0,-25.0,2.0
4040,M,Y,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-12829,-765,1,1,0,Core staff,3.0,-13.0,2.0
4041,F,N,Y,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15926,-3327,0,0,0,No job,2.0,-51.0,1.0
4042,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16173,-674,0,0,0,Sales staff,2.0,-13.0,2.0
4043,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15886,-4858,0,0,0,No job,2.0,-43.0,2.0
4044,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10910,-1436,1,0,0,Security staff,3.0,-41.0,2.0
4045,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,0,1,0,Laborers,3.0,-14.0,2.0
4046,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984,-2606,0,0,0,Laborers,2.0,-45.0,2.0
4047,M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,-12418,-1678,0,1,0,Laborers,4.0,-18.0,1.0
4048,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-10382,-1081,0,1,0,Sales staff,3.0,-37.0,2.0
4049,M,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15541,-3263,0,0,0,Laborers,3.0,-59.0,2.0
4050,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,0,0,1,0,No job,1.0,-11.0,2.0
4051,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19709,0,0,0,0,No job,2.0,-36.0,0.0
4052,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16123,-3434,0,0,0,Laborers,3.0,-12.0,0.0
4053,M,N,N,0,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-8347,-538,0,0,0,Core staff,1.0,-3.0,1.0
4054,F,Y,Y,1,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11062,-134,0,1,0,Accountants,3.0,-27.0,2.0
4055,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11363,-721,0,1,0,High skill tech staff,5.0,-7.0,2.0
4056,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21791,-5089,0,0,0,Accountants,1.0,-18.0,2.0
4057,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,Rented apartment,-11583,-3407,1,0,0,Laborers,3.0,-23.0,2.0
4058,F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13576,-3560,0,0,0,Sales staff,3.0,-36.0,0.0
4059,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15493,-645,1,0,0,Laborers,2.0,-35.0,2.0
4060,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-10414,-2742,1,1,0,Laborers,3.0,-4.0,2.0
4061,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-15292,-3323,0,0,0,Laborers,1.0,-2.0,1.0
4062,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13682,-5460,1,1,0,No job,3.0,-30.0,2.0
4063,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10910,-1436,1,0,0,Security staff,3.0,-46.0,1.0
4064,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,0,0,Managers,2.0,-13.0,0.0
4065,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13005,-683,0,0,0,High skill tech staff,1.0,-45.0,2.0
4066,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10686,-3457,0,0,0,Laborers,3.0,-26.0,2.0
4067,F,Y,Y,0,144000.0,Working,Higher education,Married,House / apartment,-8977,-307,0,1,0,No job,2.0,-23.0,1.0
4068,F,Y,Y,0,360000.0,Working,Higher education,Civil marriage,House / apartment,-11452,-2012,0,0,0,No job,2.0,-22.0,2.0
4069,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10312,-703,0,1,0,Laborers,2.0,-39.0,1.0
4070,F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21244,0,0,0,0,No job,2.0,-38.0,2.0
4071,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10309,-1610,0,0,0,Laborers,2.0,-4.0,1.0
4072,F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14017,-6488,1,1,0,Medicine staff,3.0,-33.0,2.0
4073,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20359,0,0,0,1,No job,2.0,-47.0,2.0
4074,M,N,N,0,130500.0,Pensioner,Higher education,Married,House / apartment,-24757,0,0,0,0,No job,2.0,-15.0,1.0
4075,F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,0,0,0,Laborers,2.0,-18.0,2.0
4076,F,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-17079,-681,1,1,0,Laborers,2.0,-30.0,2.0
4077,M,Y,Y,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-19597,-993,0,1,0,Drivers,2.0,-11.0,2.0
4078,M,Y,Y,1,373500.0,State servant,Higher education,Married,Office apartment,-13001,-1213,0,0,0,Core staff,3.0,-45.0,2.0
4079,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-20292,-1691,0,0,0,Laborers,2.0,-1.0,0.0
4080,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12890,-5359,0,0,0,Laborers,3.0,-3.0,1.0
4081,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,0,0,1,Security staff,2.0,-14.0,2.0
4082,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725,-1631,0,0,0,Core staff,4.0,-16.0,2.0
4083,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11325,-2433,0,0,0,Laborers,2.0,-48.0,0.0
4084,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14329,-6180,0,0,0,Laborers,2.0,-51.0,2.0
4085,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-20009,-6524,0,0,0,No job,2.0,-15.0,2.0
4086,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,0,0,0,0,No job,2.0,-21.0,2.0
4087,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16435,-9745,0,1,0,No job,4.0,-7.0,0.0
4088,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13170,-763,1,0,0,Core staff,2.0,-11.0,0.0
4089,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-12615,-1156,0,0,0,Laborers,4.0,-7.0,2.0
4090,F,N,N,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18828,-6195,0,0,0,No job,2.0,-54.0,2.0
4091,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,-9889,-1000,0,0,0,Managers,4.0,-10.0,2.0
4092,F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,-13190,-4943,0,0,0,No job,1.0,-15.0,1.0
4093,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22218,0,0,0,0,No job,1.0,-4.0,1.0
4094,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10659,-1892,1,0,0,Core staff,2.0,-13.0,2.0
4095,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21097,0,0,1,0,No job,2.0,-50.0,1.0
4096,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,0,0,Core staff,1.0,-41.0,2.0
4097,F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-14850,-232,0,0,1,Core staff,3.0,-8.0,2.0
4098,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-9122,-1567,0,0,1,Waiters/barmen staff,3.0,-12.0,2.0
4099,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21268,0,0,0,0,No job,2.0,-22.0,2.0
4100,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10671,-1266,0,0,0,Private service staff,2.0,-3.0,1.0
4101,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13827,-879,0,1,0,Laborers,1.0,-7.0,2.0
4102,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18924,0,0,1,0,No job,2.0,-57.0,2.0
4103,M,Y,N,0,382500.0,State servant,Higher education,Married,Office apartment,-11960,-4174,0,0,0,No job,2.0,-17.0,2.0
4104,F,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-17081,-2927,0,1,0,No job,2.0,-17.0,2.0
4105,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16069,-768,0,0,0,Sales staff,2.0,-57.0,0.0
4106,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,0,No job,1.0,-5.0,2.0
4107,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15008,-2977,0,0,0,Laborers,4.0,-10.0,0.0
4108,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22906,0,0,1,0,No job,1.0,-22.0,2.0
4109,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18692,0,0,1,0,No job,3.0,-6.0,0.0
4110,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-19091,-1201,0,1,0,No job,2.0,-29.0,2.0
4111,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424,-1458,0,0,0,Drivers,3.0,-33.0,2.0
4112,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15088,-2759,0,0,0,Laborers,2.0,-14.0,2.0
4113,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19984,-4662,0,1,0,No job,2.0,-22.0,2.0
4114,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-15720,-2569,0,1,0,Managers,3.0,-27.0,2.0
4115,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10638,-477,0,1,0,Laborers,2.0,-38.0,2.0
4116,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13504,-2180,0,1,0,Core staff,2.0,-27.0,2.0
4117,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,-10602,-481,0,0,0,Sales staff,2.0,-58.0,2.0
4118,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,-21286,0,0,0,0,No job,2.0,-38.0,2.0
4119,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21312,0,0,0,0,No job,2.0,-23.0,2.0
4120,M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,0,0,0,Core staff,4.0,-38.0,2.0
4121,F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-18826,-686,0,0,0,Laborers,2.0,-28.0,2.0
4122,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21833,0,0,0,0,No job,2.0,-35.0,1.0
4123,M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-8696,-172,0,0,0,Laborers,2.0,-1.0,0.0
4124,F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22527,0,0,0,0,No job,2.0,-52.0,2.0
4125,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-12071,-721,0,0,0,No job,3.0,-53.0,2.0
4126,M,Y,N,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22953,0,0,0,0,No job,2.0,-60.0,2.0
4127,F,Y,Y,0,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18802,-913,0,0,0,No job,2.0,-10.0,0.0
4128,M,Y,Y,1,198000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16149,-4279,0,1,0,Managers,3.0,-24.0,2.0
4129,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-22223,-7103,1,1,0,High skill tech staff,2.0,-52.0,2.0
4130,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854,-3518,1,0,0,Drivers,2.0,-36.0,1.0
4131,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12563,-1025,0,0,0,Cooking staff,4.0,0.0,0.0
4132,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,0,0,0,0,No job,2.0,-3.0,0.0
4133,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-18794,-6358,0,0,0,High skill tech staff,2.0,-41.0,2.0
4134,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21700,0,0,0,0,No job,2.0,-39.0,2.0
4135,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17334,-2504,0,0,0,Sales staff,1.0,-11.0,2.0
4136,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13483,-1816,1,1,0,Laborers,2.0,-39.0,2.0
4137,F,N,N,0,270000.0,Working,Secondary / secondary special,Widow,House / apartment,-18659,-407,0,0,0,Cooking staff,1.0,-5.0,0.0
4138,F,N,N,0,67500.0,State servant,Secondary / secondary special,Married,Co-op apartment,-18221,-7471,0,0,0,High skill tech staff,2.0,-30.0,2.0
4139,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-14846,-1292,1,1,0,High skill tech staff,2.0,-50.0,2.0
4140,M,Y,N,0,135000.0,Pensioner,Higher education,Separated,House / apartment,-24096,0,0,0,0,No job,1.0,-37.0,1.0
4141,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-9488,-1810,0,0,1,Laborers,1.0,-27.0,2.0
4142,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17176,-132,0,0,0,Laborers,2.0,-10.0,1.0
4143,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-20858,-3110,0,0,0,Laborers,2.0,-16.0,0.0
4144,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,-15027,-88,0,0,0,Accountants,3.0,-50.0,2.0
4145,F,N,Y,0,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15447,-1721,0,0,0,Sales staff,2.0,-11.0,2.0
4146,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-12943,-4029,0,0,0,Laborers,2.0,-4.0,1.0
