,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,days_unemployed,income_unemployed,Age,birth_month,birth_week,ages_employed,employ_month,employ_week,ages_unemployed,unemploy_month,unemploy_week,income_family
595,F,Y,N,157500.0,Working,Incomplete higher,Married,With parents,1,1,0,Drivers,2.0,13,0.0,8420,18.705463182897862,24,3.0,2.0,1,11.0,3.0,23,4.0,2.0,78750.0
596,M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,4.0,12,2.0,8907,25.26103065005052,26,1.0,2.0,2,4.0,2.0,24,8.0,0.0,56250.0
597,F,N,Y,112500.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Laborers,1.0,42,2.0,14685,7.6608784473953015,49,9.0,1.0,8,0.0,3.0,40,9.0,1.0,112500.0
598,M,N,N,360000.0,Working,Incomplete higher,Single / not married,Municipal apartment,0,1,1,Laborers,1.0,6,1.0,9602,37.492189127265156,33,4.0,3.0,7,8.0,0.0,26,8.0,3.0,360000.0
599,F,N,Y,270000.0,Working,Higher education,Married,House / apartment,0,0,0,Sales staff,2.0,0,1.0,14907,18.112296236667337,45,2.0,3.0,4,9.0,2.0,40,4.0,1.0,135000.0
600,M,Y,Y,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,3.0,20,1.0,6612,23.82032667876588,26,7.0,3.0,8,3.0,2.0,18,4.0,0.0,52500.0
601,M,Y,Y,360000.0,Working,Incomplete higher,Married,House / apartment,1,1,0,Sales staff,2.0,14,0.0,9784,36.794766966475876,27,6.0,3.0,0,4.0,1.0,26,2.0,1.0,180000.0
602,M,Y,Y,90000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,No job,2.0,13,0.0,8097,11.115227862171174,30,0.0,0.0,8,6.0,3.0,22,5.0,0.0,45000.0
603,M,Y,Y,135000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,No job,2.0,9,1.0,12329,10.949793170573445,34,9.0,0.0,0,6.0,3.0,33,2.0,1.0,67500.0
604,M,Y,Y,270000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3.0,8,1.0,12860,20.995334370139968,47,8.0,3.0,11,0.0,2.0,35,8.0,1.0,90000.0
605,F,Y,Y,135000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No job,2.0,27,2.0,20228,6.673917342297805,55,2.0,1.0,0,0.0,0.0,55,2.0,1.0,67500.0
606,M,Y,Y,292500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,3.0,41,2.0,12197,23.981306878740675,45,3.0,0.0,12,4.0,2.0,33,10.0,2.0,97500.0
607,M,N,Y,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,2.0,20,2.0,23722,7.587893095017283,64,10.0,0.0,0,0.0,0.0,64,10.0,0.0,90000.0
608,F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Waiters/barmen staff,2.0,6,2.0,14962,9.022857906696967,43,2.0,2.0,2,8.0,1.0,40,6.0,1.0,67500.0
609,F,Y,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,50,2.0,6785,16.58069270449521,28,5.0,2.0,9,7.0,1.0,18,10.0,1.0,56250.0
610,F,N,N,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,24,2.0,17667,10.188487009679063,65,11.0,2.0,16,10.0,2.0,48,0.0,3.0,90000.0
611,F,N,N,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,Laborers,2.0,55,2.0,9946,21.264830082445204,40,7.0,2.0,12,0.0,2.0,27,7.0,0.0,105750.0
612,F,N,Y,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4.0,9,1.0,11630,5.803955288048152,33,11.0,2.0,1,7.0,1.0,31,3.0,1.0,16875.0
613,M,Y,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4.0,51,2.0,12564,17.908309455587393,40,0.0,2.0,6,1.0,0.0,34,10.0,2.0,56250.0
614,F,N,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,2.0,7,2.0,17647,11.4750382501275,50,0.0,1.0,2,0.0,0.0,48,0.0,1.0,101250.0
615,F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,38,2.0,12259,9.176931234195285,35,5.0,1.0,2,4.0,2.0,33,0.0,3.0,37500.0
616,M,Y,Y,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,4,2.0,16014,16.860247283626826,47,3.0,2.0,3,9.0,2.0,43,5.0,3.0,270000.0
617,F,N,Y,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,No job,3.0,28,1.0,8569,15.754463764733341,29,10.0,1.0,6,1.0,1.0,23,9.0,0.0,45000.0
618,F,N,Y,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Realty agents,3.0,28,2.0,10364,21.709764569664223,38,0.0,0.0,10,3.0,3.0,28,9.0,0.0,75000.0
619,M,Y,Y,360000.0,Pensioner,Higher education,Single / not married,House / apartment,0,1,0,No job,1.0,10,2.0,22666,15.882820082943615,62,11.0,2.0,0,0.0,0.0,62,11.0,2.0,360000.0
620,F,N,N,405000.0,Working,Higher education,Married,House / apartment,0,0,0,No job,2.0,16,2.0,9261,43.731778425655975,44,6.0,1.0,19,9.0,2.0,25,8.0,3.0,202500.0
621,M,Y,Y,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,3.0,9,2.0,6612,23.82032667876588,26,7.0,3.0,8,3.0,2.0,18,4.0,0.0,52500.0
622,F,N,N,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,High skill tech staff,2.0,16,2.0,13554,19.9203187250996,40,2.0,0.0,3,7.0,0.0,37,7.0,0.0,135000.0
623,M,N,Y,121500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,13,1.0,11013,11.032416235358212,38,2.0,1.0,8,7.0,0.0,30,7.0,1.0,60750.0
624,F,N,Y,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,39,0.0,8766,22.073921971252567,50,2.0,3.0,26,10.0,3.0,24,4.0,0.0,193500.0
625,F,N,Y,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,No job,1.0,47,2.0,20978,10.725521975402803,57,3.0,0.0,0,0.0,0.0,57,3.0,0.0,225000.0
626,F,N,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,2,1.0,11697,11.541420877147987,41,9.0,0.0,9,3.0,1.0,32,5.0,3.0,135000.0
627,F,N,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2.0,14,0.0,19812,4.5427013930950935,54,6.0,0.0,0,6.0,1.0,54,0.0,2.0,45000.0
628,F,N,N,45000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3.0,25,0.0,13501,3.3330864380416267,37,9.0,2.0,0,3.0,1.0,36,6.0,0.0,15000.0
629,F,N,N,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1.0,1,1.0,12050,13.070539419087137,40,1.0,2.0,7,7.0,1.0,33,5.0,1.0,157500.0
630,F,N,N,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,2.0,41,2.0,19694,8.225855590535188,53,8.0,1.0,0,0.0,0.0,53,8.0,1.0,81000.0
631,M,N,Y,157500.0,Commercial associate,Academic degree,Married,House / apartment,0,1,0,Managers,2.0,4,2.0,19599,8.036124292055717,58,7.0,0.0,5,1.0,0.0,53,5.0,3.0,78750.0
632,F,N,N,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,High skill tech staff,3.0,55,1.0,7286,24.704913532802635,40,9.0,2.0,20,6.0,1.0,19,2.0,0.0,60000.0
633,M,Y,Y,270000.0,Working,Higher education,Married,House / apartment,0,1,0,No job,2.0,53,2.0,12897,20.9351011863224,39,2.0,2.0,4,4.0,0.0,35,9.0,2.0,135000.0
634,M,Y,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,22,0.0,8561,15.769185842775377,29,3.0,2.0,6,6.0,3.0,23,9.0,3.0,67500.0
635,F,N,N,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Security staff,2.0,6,2.0,8478,21.231422505307854,27,4.0,3.0,4,10.0,0.0,23,6.0,3.0,90000.0
636,M,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,40,2.0,9368,19.214346712211785,35,1.0,3.0,9,1.0,1.0,25,0.0,2.0,90000.0
637,M,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,5.0,46,2.0,11160,14.112903225806452,38,11.0,1.0,7,11.0,2.0,30,0.0,2.0,31500.0
638,M,Y,Y,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,Laborers,1.0,37,0.0,7727,20.38307234372978,27,4.0,0.0,5,11.0,1.0,21,5.0,3.0,157500.0
639,F,N,N,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Cooking staff,2.0,29,2.0,8022,24.12116679132386,48,8.0,2.0,27,4.0,0.0,21,3.0,2.0,96750.0
640,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Cleaning staff,1.0,8,2.0,14974,18.03125417390143,46,0.0,0.0,5,5.0,0.0,41,7.0,3.0,270000.0
641,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Core staff,2.0,36,0.0,14614,10.777336800328452,45,2.0,3.0,5,7.0,3.0,40,7.0,3.0,78750.0
642,M,N,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,33,2.0,8444,42.63382283278067,34,8.0,3.0,11,2.0,1.0,23,5.0,2.0,180000.0
643,F,N,N,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2.0,8,0.0,15773,9.985418119571419,53,0.0,3.0,10,2.0,1.0,43,9.0,1.0,78750.0
644,F,N,Y,121500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Accountants,2.0,60,2.0,15636,7.770529547198772,46,4.0,3.0,3,11.0,1.0,42,5.0,1.0,60750.0
645,F,N,Y,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2.0,24,2.0,7232,18.667035398230087,39,5.0,2.0,20,4.0,1.0,19,1.0,1.0,67500.0
646,F,N,Y,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Core staff,2.0,16,2.0,9154,22.121476949967228,30,10.0,2.0,5,5.0,3.0,25,5.0,3.0,101250.0
647,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,12,2.0,14032,8.01738882554162,54,10.0,0.0,15,10.0,3.0,38,11.0,0.0,56250.0
648,M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,8,1.0,13096,17.180818570555896,40,2.0,3.0,4,10.0,0.0,35,4.0,2.0,112500.0
649,F,Y,N,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,3.0,18,1.0,7474,21.073053251271073,28,11.0,2.0,8,2.0,2.0,20,9.0,3.0,52500.0
650,F,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3.0,30,1.0,10705,14.71275105091079,39,3.0,0.0,10,6.0,3.0,29,8.0,1.0,52500.0
651,M,Y,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,10,2.0,14302,18.878478534470702,47,4.0,1.0,8,7.0,2.0,39,8.0,3.0,135000.0
652,F,N,Y,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,27,2.0,20593,7.648229981061526,56,6.0,1.0,0,3.0,3.0,56,2.0,1.0,78750.0
653,F,N,Y,450000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,High skill tech staff,2.0,53,2.0,14189,31.71470857706674,48,8.0,3.0,9,3.0,0.0,38,4.0,3.0,225000.0
654,M,Y,Y,180000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Laborers,2.0,38,2.0,12516,14.381591562799617,46,6.0,1.0,12,9.0,1.0,34,9.0,0.0,90000.0
655,F,N,N,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,No job,2.0,15,2.0,7838,14.353151314110743,27,3.0,1.0,6,5.0,2.0,21,9.0,3.0,56250.0
656,F,N,Y,360000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2.0,19,2.0,8580,41.95804195804196,52,11.0,0.0,28,1.0,2.0,23,10.0,1.0,180000.0
657,F,N,N,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Laborers,2.0,23,2.0,11402,21.706718119628135,44,3.0,1.0,13,7.0,0.0,31,8.0,0.0,123750.0
658,F,N,Y,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No job,1.0,43,1.0,23796,2.8366111951588504,65,1.0,3.0,0,0.0,0.0,65,1.0,3.0,67500.0
659,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2.0,39,2.0,15406,7.302349733869921,49,5.0,1.0,7,8.0,0.0,42,9.0,0.0,56250.0
660,F,N,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,4,2.0,9237,24.358557973367976,27,0.0,2.0,2,4.0,3.0,25,7.0,3.0,112500.0
661,F,N,N,157500.0,State servant,Higher education,Married,House / apartment,1,1,0,Core staff,2.0,5,0.0,10787,14.600908500973395,31,2.0,3.0,2,2.0,2.0,29,11.0,1.0,78750.0
662,F,Y,Y,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Core staff,2.0,49,2.0,13277,8.134367703547488,52,7.0,3.0,16,9.0,2.0,36,10.0,0.0,54000.0
663,F,N,N,94500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,1.0,48,0.0,15050,6.27906976744186,42,6.0,2.0,1,8.0,0.0,41,9.0,2.0,94500.0
664,F,N,Y,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,23,2.0,19452,4.164096236890808,54,9.0,3.0,0,9.0,0.0,53,0.0,2.0,40500.0
665,F,N,Y,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,5,2.0,24303,5.5548697691643,66,6.0,3.0,0,0.0,0.0,66,6.0,3.0,135000.0
666,F,N,Y,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,24,1.0,22882,4.523206013460362,62,6.0,0.0,0,0.0,0.0,62,6.0,0.0,103500.0
667,F,N,Y,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,Laborers,1.0,36,0.0,12285,24.175824175824175,42,1.0,1.0,8,11.0,2.0,33,1.0,3.0,297000.0
668,F,N,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,24,2.0,20843,5.397495562059205,57,10.0,1.0,0,0.0,0.0,57,10.0,1.0,56250.0
669,F,N,Y,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,44,2.0,23408,4.037081339712919,64,0.0,0.0,0,0.0,0.0,64,0.0,0.0,47250.0
670,F,N,N,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,18,0.0,24001,4.687304695637682,65,8.0,0.0,0,0.0,0.0,65,8.0,0.0,56250.0
671,M,Y,N,310500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,1.0,12,2.0,9256,33.54580812445981,27,7.0,2.0,1,10.0,0.0,25,8.0,2.0,310500.0
672,F,N,Y,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,Cleaning staff,1.0,15,2.0,19874,11.321324343363187,57,1.0,1.0,2,11.0,2.0,54,2.0,3.0,225000.0
673,F,N,Y,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,6,1.0,21570,8.344923504867872,59,11.0,1.0,0,0.0,0.0,59,11.0,1.0,180000.0
674,F,N,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,26,2.0,23026,4.885781290714844,63,11.0,1.0,0,0.0,0.0,63,11.0,1.0,56250.0
675,M,Y,Y,373500.0,State servant,Higher education,Married,Office apartment,0,0,0,Core staff,3.0,54,2.0,11788,31.68476416694944,35,1.0,1.0,3,4.0,1.0,32,8.0,0.0,124500.0
676,F,Y,N,337500.0,Working,Higher education,Married,House / apartment,0,0,0,No job,3.0,22,2.0,7935,42.53308128544423,28,3.0,2.0,7,2.0,0.0,21,0.0,1.0,112500.0
677,M,Y,Y,315000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,4.0,39,2.0,15483,20.344894400310018,46,9.0,0.0,3,9.0,0.0,42,0.0,3.0,78750.0
678,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,3.0,19,0.0,13105,15.452117512399848,41,2.0,0.0,5,10.0,0.0,35,4.0,0.0,67500.0
679,F,Y,Y,202500.0,Working,Higher education,Single / not married,House / apartment,1,1,0,Accountants,1.0,58,1.0,6884,29.41603718768158,29,10.0,0.0,10,9.0,0.0,18,1.0,3.0,202500.0
680,F,N,N,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,1,1.0,21041,6.8437811891069815,57,5.0,1.0,0,0.0,0.0,57,5.0,1.0,72000.0
681,M,N,Y,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,22,2.0,11056,14.245658465991317,38,3.0,1.0,8,7.0,1.0,30,8.0,3.0,78750.0
682,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Managers,1.0,31,1.0,7967,16.944897703024978,24,3.0,0.0,3,1.0,1.0,21,1.0,2.0,135000.0
683,F,N,Y,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,19,2.0,14322,9.426057813154587,40,1.0,0.0,1,4.0,2.0,39,9.0,2.0,67500.0
684,M,Y,N,427500.0,Working,Higher education,Married,House / apartment,1,0,0,Managers,2.0,24,2.0,15126,28.26259420864736,45,4.0,0.0,4,4.0,3.0,41,0.0,0.0,213750.0
685,M,Y,N,202500.0,Commercial associate,Higher education,Married,With parents,0,0,0,Managers,3.0,6,2.0,9512,21.288898233809924,27,7.0,2.0,1,2.0,3.0,26,5.0,2.0,67500.0
686,M,Y,Y,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,No job,2.0,20,2.0,20859,17.258737235725587,57,11.0,3.0,0,0.0,0.0,57,11.0,3.0,180000.0
687,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,41,2.0,14730,13.74745417515275,50,8.0,3.0,10,9.0,2.0,40,11.0,0.0,67500.0
688,M,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,9,1.0,9833,16.017492118376893,34,1.0,2.0,7,9.0,1.0,26,3.0,0.0,78750.0
689,M,Y,N,270000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,19,0.0,11736,23.006134969325153,35,5.0,3.0,3,10.0,2.0,32,7.0,0.0,135000.0
690,M,N,N,157500.0,Working,Higher education,Married,House / apartment,0,1,0,No job,3.0,20,2.0,11968,13.1600935828877,33,3.0,0.0,1,0.0,2.0,32,2.0,1.0,52500.0
691,M,Y,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,No job,2.0,59,2.0,11561,7.784793702966871,42,2.0,3.0,10,1.0,0.0,31,1.0,3.0,45000.0
692,M,Y,Y,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,34,1.0,19791,14.77944520236471,54,11.0,3.0,0,0.0,0.0,54,11.0,3.0,292500.0
693,M,N,N,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,15,2.0,11065,16.267510167193855,40,4.0,0.0,10,7.0,0.0,30,8.0,0.0,90000.0
694,M,N,N,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,Laborers,2.0,52,0.0,10505,8.567348881485007,36,0.0,0.0,7,10.0,0.0,28,2.0,0.0,45000.0
695,M,Y,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,3.0,6,1.0,14101,7.978157577476774,39,8.0,3.0,0,6.0,0.0,38,2.0,2.0,37500.0
696,F,N,Y,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,No job,2.0,15,2.0,13997,9.644923912266915,45,10.0,1.0,6,0.0,1.0,38,10.0,3.0,67500.0
697,F,N,Y,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,No job,2.0,10,2.0,23758,9.47049414933917,65,11.0,2.0,0,0.0,0.0,65,11.0,2.0,112500.0
698,F,N,N,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,1,High skill tech staff,1.0,30,2.0,9570,28.213166144200628,32,7.0,0.0,5,0.0,1.0,26,7.0,3.0,270000.0
699,F,N,Y,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,20,2.0,24216,6.5039643211100095,66,3.0,3.0,0,0.0,0.0,66,3.0,3.0,157500.0
700,F,N,Y,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,1,Medicine staff,3.0,44,1.0,13610,13.22556943423953,39,5.0,2.0,2,8.0,1.0,37,9.0,0.0,60000.0
701,F,Y,Y,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2.0,54,2.0,11415,17.73981603153745,50,3.0,1.0,19,6.0,2.0,31,8.0,2.0,101250.0
702,F,N,Y,171000.0,State servant,Higher education,Separated,House / apartment,0,0,0,IT staff,2.0,16,2.0,18830,9.081253319171536,56,2.0,0.0,4,10.0,2.0,51,3.0,2.0,85500.0
703,M,Y,Y,135000.0,Working,Academic degree,Married,House / apartment,0,1,0,No job,2.0,39,2.0,22346,6.041349682269757,61,7.0,0.0,0,6.0,3.0,61,0.0,0.0,67500.0
704,F,Y,N,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,No job,1.0,39,1.0,9840,21.951219512195124,54,10.0,3.0,27,6.0,1.0,26,4.0,1.0,216000.0
705,F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,4.0,54,2.0,10448,8.614088820826952,28,3.0,0.0,0,3.0,3.0,28,0.0,0.0,22500.0
706,M,Y,Y,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Security staff,2.0,13,2.0,15797,7.976198012280813,52,6.0,3.0,9,8.0,2.0,43,10.0,0.0,63000.0
707,F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,28,2.0,19853,4.533319901274367,54,9.0,3.0,0,7.0,3.0,54,1.0,0.0,45000.0
708,F,N,Y,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,30,2.0,10534,13.370989177900134,29,1.0,2.0,0,10.0,1.0,28,3.0,0.0,46950.0
709,F,N,Y,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Waiters/barmen staff,2.0,16,1.0,11326,13.906056860321385,34,2.0,2.0,3,9.0,0.0,31,5.0,2.0,78750.0
710,F,N,N,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Sales staff,3.0,35,2.0,12517,10.785331948549972,37,0.0,3.0,3,3.0,3.0,34,9.0,0.0,45000.0
711,M,Y,Y,315000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Managers,2.0,30,1.0,15432,20.412130637636082,44,3.0,2.0,2,5.0,2.0,42,10.0,0.0,157500.0
712,M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,4,2.0,18696,8.42426187419769,52,5.0,0.0,1,6.0,2.0,51,11.0,2.0,78750.0
713,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Sales staff,1.0,19,1.0,10097,15.598692680994354,32,4.0,3.0,5,3.0,1.0,27,0.0,2.0,157500.0
714,F,N,Y,121500.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,No job,1.0,2,1.0,15015,8.091908091908092,47,5.0,2.0,6,8.0,1.0,41,8.0,1.0,121500.0
715,M,Y,Y,90900.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,30,1.0,19274,4.716197986925391,59,3.0,0.0,6,8.0,2.0,52,6.0,1.0,45450.0
